ApplicationID,Name,Gender,Age,City,State,AppliedProgram,ApplicationStatus,DateApplied
A01512,Angela Floyd,Other,20,South Derrick,Kentucky,Engineering,Interview Scheduled,2024-06-07
A01513,Aaron Wright,Female,23,Romeroburgh,South Carolina,Business,Rejected,2024-10-02
A01514,Douglas Jennings,Other,32,Michaelmouth,Oregon,Arts,Submitted,2024-03-16
A01515,Kimberly Williams,Other,20,East Johnland,Florida,Business,Rejected,2024-07-28
A01516,Christine Washington,Male,31,Abbottland,Massachusetts,Business,Accepted,2024-11-13
A01517,Matthew Moore,Male,27,Millerhaven,Oklahoma,Engineering,Submitted,2024-06-07
A01518,Aaron Sheppard,Other,26,South Ashley,North Dakota,Engineering,Submitted,2024-11-15
A01519,Darlene Rodriguez,Male,23,East Deborahfurt,New York,Law,Interview Scheduled,2024-03-03
A01520,Stacey Willis,Female,26,Port Anthony,Oklahoma,Law,Accepted,2024-07-25
A01521,Matthew Perkins,Female,27,Port Jamesville,North Carolina,Business,Interview Scheduled,2023-12-29
A01522,George Hale,Other,18,Port Kimberly,Nevada,Business,Rejected,2024-10-05
A01523,Ashley Barr,Male,33,New Kyle,Illinois,Engineering,Submitted,2024-11-26
A01524,Heather Campbell,Male,31,Barneston,North Dakota,Arts,Rejected,2024-11-03
A01525,Katherine Lloyd,Male,34,Spencerside,Missouri,Arts,Rejected,2024-03-28
A01526,Christopher Cabrera,Other,31,Tinaside,New Jersey,Law,Submitted,2024-10-05
A01527,Brian Lucas,Female,29,East Richardburgh,Michigan,Engineering,Rejected,2024-10-19
A01528,Jennifer Mcdonald,Female,27,New Todd,Minnesota,Business,Rejected,2023-12-11
A01529,James Beard,Other,28,Richardborough,Louisiana,Computer Science,Submitted,2024-08-01
A01530,Christina Murray,Other,28,East Russell,Idaho,Computer Science,Rejected,2023-12-21
A01531,Francisco Perez,Female,27,North Kimberly,Utah,Business,Accepted,2024-01-25
A01532,Ann Sanchez,Female,31,West Renee,Hawaii,Engineering,Accepted,2024-09-04
A01533,Jim Adams,Other,20,New Juliebury,Louisiana,Law,Rejected,2024-10-11
A01534,Joseph Yang,Male,32,Port Emily,Delaware,Business,Accepted,2024-04-07
A01535,Dr. Melinda Nelson,Other,24,Port Michael,Massachusetts,Engineering,Rejected,2024-02-04
A01536,Crystal Bell,Male,22,Rowlandland,Connecticut,Arts,Rejected,2024-07-13
A01537,Tasha Mullen,Other,34,East Danielburgh,Arizona,Business,Submitted,2024-06-14
A01538,Patricia Martin,Male,28,North Juliebury,Vermont,Arts,Accepted,2024-05-23
A01539,Wesley Padilla,Other,22,New Travisville,Montana,Computer Science,Submitted,2024-08-22
A01540,Ashley Parker,Male,18,Port Janetstad,Indiana,Arts,Rejected,2024-07-28
A01541,Henry White,Male,19,South Toddland,Georgia,Business,Interview Scheduled,2024-03-03
A01542,Curtis Barnes,Other,27,Chenbury,West Virginia,Business,Interview Scheduled,2023-12-22
A01543,John Jackson,Other,23,New Aprilville,New Mexico,Computer Science,Accepted,2024-08-02
A01544,David Pearson,Male,28,Rodriguezmouth,Arkansas,Engineering,Interview Scheduled,2024-02-12
A01545,Cameron Faulkner MD,Female,19,West Joseview,Illinois,Arts,Interview Scheduled,2023-12-16
A01546,Benjamin Schmitt,Female,18,East Kennethfurt,Rhode Island,Computer Science,Accepted,2024-03-12
A01547,John Mathis,Male,21,Meganville,Maine,Computer Science,Interview Scheduled,2024-09-09
A01548,Jay Keller,Male,26,Estradahaven,Alabama,Law,Rejected,2024-04-10
A01549,Michael Frazier,Female,34,New Jacobhaven,California,Arts,Accepted,2024-10-17
A01550,Christopher Welch,Male,26,East Jesusberg,Oklahoma,Engineering,Interview Scheduled,2024-03-27
A01551,Alexandra Prince,Female,32,Dianaville,Nevada,Engineering,Accepted,2024-03-25
A01552,Christopher Avila,Male,29,Ricefort,Vermont,Engineering,Submitted,2024-02-24
A01553,Carol Harris,Other,31,Rachelburgh,Wyoming,Arts,Rejected,2024-12-06
A01554,Laura Shaffer,Other,29,Port Ryanburgh,New Mexico,Business,Interview Scheduled,2024-03-27
A01555,Timothy Patton,Female,26,Port Alanberg,Georgia,Business,Interview Scheduled,2024-09-06
A01556,Luis Fields,Male,26,West Elizabethfurt,Hawaii,Computer Science,Accepted,2023-12-14
A01557,Sara Hall,Male,23,New Benjaminstad,Alaska,Arts,Submitted,2024-10-20
A01558,Ronald Calderon MD,Male,18,South Nichole,Georgia,Law,Submitted,2024-04-18
A01559,Heather Cox,Male,19,Hillbury,Massachusetts,Business,Rejected,2024-10-17
A01560,Matthew Hubbard,Other,27,South Andrea,Georgia,Engineering,Submitted,2024-05-26
A01561,Guy Brown,Female,32,Ericport,Maine,Business,Interview Scheduled,2024-06-16
A01562,James Bowers,Male,30,Gregoryport,Arkansas,Business,Accepted,2024-09-25
A01563,Lauren Turner,Male,24,Nathanborough,North Carolina,Law,Interview Scheduled,2024-08-14
A01564,Jamie Garcia,Female,21,North Christopherport,Delaware,Computer Science,Accepted,2024-03-16
A01565,Jessica Jefferson,Female,23,Charlesstad,Arizona,Computer Science,Rejected,2024-03-25
A01566,Brad Richardson,Female,25,Danielstad,South Dakota,Computer Science,Accepted,2024-03-31
A01567,Matthew Johnson,Female,25,Hardinshire,Utah,Business,Accepted,2024-11-22
A01568,Edgar Collins,Other,34,New Amberhaven,Arizona,Computer Science,Submitted,2024-05-20
A01569,Steven Payne,Female,27,Wilsonbury,South Carolina,Computer Science,Interview Scheduled,2024-10-11
A01570,Cynthia Miller,Male,21,West Pamelaton,Pennsylvania,Arts,Interview Scheduled,2024-07-18
A01571,Ann Reyes,Female,30,Port Zacharyport,Alaska,Engineering,Rejected,2024-11-16
A01572,Stephanie Mcguire,Male,20,Tranport,Oregon,Engineering,Interview Scheduled,2024-12-02
A01573,Morgan Bennett,Other,35,Lake Kellyview,Idaho,Arts,Rejected,2024-08-20
A01574,Bradley Ferrell,Male,22,Port William,New Mexico,Law,Interview Scheduled,2024-06-15
A01575,Jeremiah Foley,Other,27,New Sherrybury,North Dakota,Arts,Rejected,2024-06-19
A01576,Laurie Stafford,Female,35,New Sheilaburgh,South Dakota,Law,Interview Scheduled,2024-02-02
A01577,Todd Davis,Male,34,New Kelly,Maine,Engineering,Interview Scheduled,2024-05-09
A01578,Adrian Greene,Female,24,Joshuamouth,South Carolina,Law,Accepted,2024-02-25
A01579,Travis Stafford,Male,35,West Amandaburgh,Missouri,Business,Rejected,2023-12-24
A01580,Christina Ortiz,Other,25,Lake Morgan,Florida,Business,Interview Scheduled,2024-10-06
A01581,Stacy Benitez,Male,29,Wolfefort,Delaware,Engineering,Accepted,2024-11-05
A01582,Sherry Gray,Male,27,Rebeccachester,Utah,Law,Submitted,2024-05-19
A01583,Stephen Anderson,Female,18,Payneview,South Carolina,Arts,Rejected,2024-11-13
A01584,Deborah Holder,Female,28,New Scott,Georgia,Engineering,Submitted,2024-11-26
A01585,Damon Castro,Male,33,East Amymouth,New Mexico,Business,Submitted,2024-11-07
A01586,Nancy Johnson,Female,26,Stevenborough,Arizona,Computer Science,Accepted,2024-02-23
A01587,Joshua Mccarthy,Other,27,Courtneyview,Mississippi,Engineering,Submitted,2024-07-31
A01588,Francis Davis,Female,35,North Donna,New Mexico,Law,Accepted,2024-02-05
A01589,Jessica Knox,Female,31,Woodmouth,New Hampshire,Engineering,Rejected,2024-05-28
A01590,Stephanie Daniels,Female,35,Burgessland,Illinois,Law,Rejected,2024-03-08
A01591,Heather French,Other,20,New John,Pennsylvania,Computer Science,Submitted,2024-09-29
A01592,Valerie Archer MD,Male,32,Robertfort,Virginia,Arts,Submitted,2024-08-03
A01593,Judy Petersen,Female,20,North Michaelview,Pennsylvania,Law,Submitted,2024-08-13
A01594,Michelle Morgan,Female,20,East Robert,Kentucky,Engineering,Accepted,2024-04-21
A01595,Heather Rodriguez,Female,23,Dianestad,Rhode Island,Engineering,Submitted,2024-08-18
A01596,Andrew Rodriguez,Other,33,Huntchester,Alaska,Law,Submitted,2024-09-22
A01597,Dr. Richard Jacobs,Female,26,Fishermouth,Indiana,Business,Accepted,2024-06-03
A01598,Shirley Long,Male,32,South Robertview,Minnesota,Computer Science,Interview Scheduled,2024-08-18
A01599,Sylvia Tate MD,Other,25,New Anthonyborough,Delaware,Law,Interview Scheduled,2024-12-03
A01600,Linda Green,Other,24,Annestad,Colorado,Law,Accepted,2024-04-21
A01601,Hayley Burke,Male,35,South Diane,Michigan,Business,Rejected,2024-08-11
A01602,Jesse Ferguson,Female,22,Port Arthur,Maine,Arts,Rejected,2024-03-01
A01603,Matthew Shaffer,Female,19,Wileyburgh,Kansas,Arts,Interview Scheduled,2024-08-05
A01604,Amy Stewart,Male,35,Johnsonport,Mississippi,Computer Science,Submitted,2024-04-11
A01605,Jessica Kline,Male,20,North Phillip,Virginia,Arts,Accepted,2024-04-21
A01606,Jason Sullivan,Male,33,Fitzpatrickview,South Dakota,Arts,Accepted,2024-08-07
A01607,Janet Klein,Other,34,Clarkbury,Arkansas,Business,Accepted,2024-09-23
A01608,Sally Riley,Male,35,Brookefurt,Arkansas,Arts,Rejected,2024-09-26
A01609,Lori Smith,Female,34,Lisaberg,New Mexico,Business,Interview Scheduled,2024-08-29
A01610,Jay Lewis,Female,28,Mariostad,Oregon,Computer Science,Submitted,2024-02-14
A01611,Amanda Vargas,Male,33,Kylechester,Washington,Computer Science,Accepted,2024-05-12
A01612,William Thomas,Other,24,New Franciscotown,Idaho,Engineering,Submitted,2024-07-02
A01613,Cynthia Hardy,Other,32,Hunterborough,Massachusetts,Computer Science,Submitted,2024-07-31
A01614,Sonya Carter,Male,24,Briannaburgh,Pennsylvania,Computer Science,Submitted,2024-05-27
A01615,Robert King,Other,31,Lake Annafort,Delaware,Engineering,Rejected,2024-09-22
A01616,Marco Griffin,Female,23,West Dannymouth,Oklahoma,Business,Interview Scheduled,2024-04-03
A01617,John Hoffman,Female,30,South Bonnie,Michigan,Business,Interview Scheduled,2024-11-13
A01618,Sarah Gibson,Male,23,Jonathanfurt,Oklahoma,Computer Science,Interview Scheduled,2024-11-04
A01619,John Olson,Male,35,Gonzalesberg,North Dakota,Business,Interview Scheduled,2024-02-19
A01620,Evelyn Smith,Other,18,East Lisa,Virginia,Business,Submitted,2024-05-04
A01621,Travis Saunders,Female,18,North David,Maine,Engineering,Submitted,2024-08-06
A01622,Jamie Roberts,Female,35,East Lauren,Delaware,Law,Rejected,2024-09-11
A01623,Pamela Lewis,Other,33,West Barbara,Nebraska,Engineering,Interview Scheduled,2024-08-23
A01624,Phillip Gray,Female,30,Port Samanthachester,South Dakota,Computer Science,Accepted,2024-12-08
A01625,Raymond Mills,Other,31,Matthewton,Ohio,Arts,Interview Scheduled,2024-01-29
A01626,Adam Sharp,Female,23,Tammyborough,Wisconsin,Computer Science,Rejected,2024-07-23
A01627,Christine Mitchell,Other,19,Woodsland,West Virginia,Law,Submitted,2024-11-13
A01628,John Stephenson,Female,24,Simsberg,Texas,Business,Accepted,2024-03-27
A01629,Taylor Rowland,Other,32,New Curtisshire,Idaho,Business,Submitted,2024-05-29
A01630,Diane Howard,Male,22,Shannonberg,Louisiana,Business,Rejected,2024-06-30
A01631,Lorraine Smith,Other,26,South Deborahberg,South Dakota,Arts,Accepted,2024-03-28
A01632,Jennifer Burke,Female,18,South Marcusshire,Delaware,Law,Interview Scheduled,2023-12-18
A01633,Karen Skinner,Female,25,Larrymouth,Idaho,Computer Science,Accepted,2024-08-21
A01634,Carol Garrett,Other,19,Colonfurt,Iowa,Engineering,Accepted,2024-09-05
A01635,Christy Ayala,Male,24,East Kathleen,Maryland,Business,Interview Scheduled,2024-04-07
A01636,Carlos Rios,Other,25,New Karenton,Washington,Computer Science,Submitted,2024-06-08
A01637,Christopher Miller,Other,26,Johnport,Illinois,Engineering,Accepted,2024-01-02
A01638,Dalton Williams,Other,32,Brittneyfurt,Iowa,Computer Science,Submitted,2024-05-04
A01639,David Russell,Female,25,Johnchester,Wyoming,Law,Accepted,2024-03-30
A01640,Bonnie Cook,Female,24,Clarkmouth,Maine,Arts,Accepted,2023-12-29
A01641,Ashley Warren,Female,34,Michaelfort,Kansas,Business,Rejected,2024-11-29
A01642,Elizabeth Macias,Other,20,Lake Jamesport,Connecticut,Business,Accepted,2024-02-11
A01643,Alexa Cook,Other,32,Andersonmouth,Colorado,Computer Science,Submitted,2024-08-18
A01644,Stacey Ramirez,Male,20,New Dustin,Iowa,Engineering,Accepted,2024-10-25
A01645,Matthew Gutierrez,Other,23,Adamland,New Mexico,Arts,Accepted,2023-12-14
A01646,Chelsey Lewis,Female,31,New Kimberlyview,North Carolina,Engineering,Accepted,2024-09-08
A01647,Timothy Edwards,Female,26,New Clarence,Michigan,Business,Interview Scheduled,2024-09-04
A01648,Patricia Vargas,Female,18,Michaelmouth,Utah,Arts,Accepted,2024-04-30
A01649,Nicole Miller,Female,22,South Alexville,Florida,Law,Interview Scheduled,2024-11-04
A01650,James Bell,Male,19,Rosstown,New Jersey,Engineering,Accepted,2024-08-18
A01651,Casey Smith MD,Male,30,New Susan,Vermont,Law,Accepted,2024-04-29
A01652,Robert Winters,Male,27,Dawnfort,Missouri,Computer Science,Interview Scheduled,2024-01-20
A01653,Melvin Ramirez,Male,25,Christinaville,Iowa,Arts,Rejected,2024-01-07
A01654,Edward Richmond,Male,33,Danielleton,Michigan,Engineering,Submitted,2024-09-08
A01655,Phillip Gonzales,Male,23,Silvafurt,Georgia,Arts,Interview Scheduled,2024-04-06
A01656,Angelica Larsen,Female,23,West Kellyberg,Georgia,Business,Submitted,2024-09-02
A01657,Laura Gay,Female,25,New James,Arizona,Law,Interview Scheduled,2024-07-06
A01658,Richard Lewis,Other,35,Tiffanyport,Colorado,Computer Science,Submitted,2024-03-23
A01659,Victoria Keller,Female,20,Port Nicholashaven,Arizona,Business,Accepted,2024-03-28
A01660,Amanda Espinoza,Other,35,Tranmouth,Montana,Computer Science,Submitted,2024-07-27
A01661,Crystal Taylor,Female,34,Michelleport,Alaska,Engineering,Rejected,2024-12-02
A01662,Kimberly Parker,Female,30,East Lisa,South Dakota,Engineering,Accepted,2024-04-22
A01663,Catherine Cox,Other,35,Nicholsberg,Oregon,Business,Accepted,2023-12-20
A01664,Jennifer Molina,Male,22,North Kevinberg,Tennessee,Business,Accepted,2024-08-06
A01665,Martin Bryan,Other,32,Fishertown,Maryland,Arts,Accepted,2024-03-13
A01666,Stephanie Fischer,Other,19,Mcknightmouth,Virginia,Law,Accepted,2024-02-10
A01667,Steven Garcia,Female,20,Rebeccaside,New Mexico,Computer Science,Interview Scheduled,2024-03-22
A01668,Tammy Mcgrath,Male,27,Davidtown,Oklahoma,Arts,Interview Scheduled,2024-01-23
A01669,Brandy Acosta,Other,21,Harrisonville,Washington,Computer Science,Accepted,2024-05-01
A01670,Nicholas Miller,Male,27,South Chelseyview,Washington,Business,Submitted,2024-12-09
A01671,Elizabeth Young,Male,25,Ballardbury,Oregon,Business,Accepted,2024-11-07
A01672,Hannah Nguyen,Female,28,Josephmouth,Indiana,Computer Science,Rejected,2024-05-02
A01673,Tanya Richmond,Other,23,North Amber,New York,Arts,Interview Scheduled,2024-05-27
A01674,Richard Oneill,Other,28,Port Mallory,Wyoming,Computer Science,Submitted,2024-03-11
A01675,Lisa Edwards,Female,33,New Edwin,Delaware,Arts,Accepted,2024-02-26
A01676,Deborah Schneider,Other,35,New Sherrimouth,Georgia,Arts,Interview Scheduled,2024-05-15
A01677,Nancy Alvarez,Male,32,Bryanside,Vermont,Engineering,Accepted,2024-09-21
A01678,Karla Lucas,Female,26,West Adam,Alaska,Arts,Rejected,2024-07-30
A01679,Aaron Bailey,Female,33,East April,Virginia,Computer Science,Submitted,2024-05-14
A01680,Maureen Combs,Female,29,Meyermouth,Virginia,Arts,Rejected,2024-02-21
A01681,Angela Rose,Other,21,Lindseystad,South Carolina,Law,Accepted,2024-09-08
A01682,Martha Klein,Other,34,Port Susan,Wisconsin,Arts,Accepted,2024-07-27
A01683,George Gibson,Female,21,Port Candicetown,Iowa,Business,Submitted,2024-07-18
A01684,Ryan Yates,Female,21,Port Brandonville,Florida,Engineering,Rejected,2024-04-23
A01685,Shawn Greer,Other,34,Amyhaven,North Carolina,Business,Submitted,2023-12-15
A01686,Leonard Vasquez,Female,22,Lake Jennifer,New York,Law,Interview Scheduled,2024-08-21
A01687,Laurie Mcpherson,Female,33,South Wandafort,Colorado,Computer Science,Rejected,2024-12-01
A01688,Cody Reyes,Male,27,Ritterfort,Florida,Business,Accepted,2024-09-12
A01689,Crystal Peterson,Female,31,Timothyburgh,Nebraska,Business,Rejected,2023-12-20
A01690,Tanya Oliver,Other,28,Jacksonfort,Delaware,Arts,Interview Scheduled,2024-06-30
A01691,Cassandra James,Other,22,Rodgersshire,Alaska,Law,Rejected,2024-09-18
A01692,Jeffrey Salinas,Other,34,Sarahfurt,Nevada,Law,Interview Scheduled,2024-08-12
A01693,Hannah Jones,Other,32,East Melissatown,Maryland,Arts,Interview Scheduled,2024-07-10
A01694,Anthony Crawford,Other,28,Samuelmouth,Hawaii,Engineering,Interview Scheduled,2024-11-23
A01695,Aaron Johnson,Female,29,Lake Nicholasmouth,California,Arts,Rejected,2024-02-20
A01696,Katherine Morris,Female,24,North Lisa,South Carolina,Computer Science,Rejected,2024-02-19
A01697,Stephen Garza,Male,24,East Jasonview,Louisiana,Engineering,Accepted,2024-01-09
A01698,Charles Mccarthy,Female,26,Christinetown,Arizona,Business,Submitted,2024-06-30
A01699,Theresa Ramirez,Female,27,Port Louis,Wyoming,Law,Submitted,2024-04-20
A01700,Anna Boone,Male,31,Lake Olivia,Idaho,Engineering,Accepted,2024-03-09
A01701,Sharon Durham,Other,25,Clarkland,Florida,Business,Interview Scheduled,2024-10-09
A01702,James Watkins,Female,35,Lake Ryanbury,Rhode Island,Arts,Rejected,2023-12-12
A01703,Lisa Allen,Male,33,Johnland,Florida,Business,Interview Scheduled,2024-01-28
A01704,Joseph Arias,Male,26,East Vincent,Louisiana,Business,Rejected,2024-06-29
A01705,Benjamin Contreras,Female,21,East James,Wisconsin,Arts,Submitted,2024-09-17
A01706,Andrew Anderson,Female,25,East Javierside,Michigan,Arts,Accepted,2024-11-13
A01707,Lisa Jones,Male,35,East Ashley,North Carolina,Engineering,Submitted,2024-09-19
A01708,Anna Taylor,Male,28,South Andrew,Pennsylvania,Arts,Rejected,2024-10-12
A01709,Rachel Haley,Other,26,Port Alexport,Nevada,Business,Rejected,2024-01-04
A01710,Adam Garrett,Male,34,North Kelly,Hawaii,Law,Submitted,2024-01-23
A01711,Jeffrey Kelly,Female,29,South Paigeview,Oklahoma,Engineering,Rejected,2024-03-13
A01712,Richard Casey,Male,33,Millsport,South Carolina,Business,Submitted,2024-04-24
A01713,Justin Burch,Other,28,New Andrew,Florida,Arts,Interview Scheduled,2024-09-13
A01714,Brian Martinez,Male,32,East Keithberg,Vermont,Arts,Interview Scheduled,2024-07-01
A01715,Maria Larsen,Male,29,North Chadview,West Virginia,Arts,Accepted,2024-08-16
A01716,Barbara Tucker,Female,18,Port John,West Virginia,Business,Interview Scheduled,2024-10-25
A01717,Eric Barron,Female,34,Dianaville,Oklahoma,Computer Science,Rejected,2024-09-01
A01718,Amanda Gonzales,Female,34,Edwardshire,Connecticut,Engineering,Rejected,2024-06-10
A01719,Stephen Miller,Male,29,Kaneport,Nevada,Engineering,Interview Scheduled,2024-10-03
A01720,John Jordan,Other,26,West Luishaven,North Carolina,Law,Rejected,2024-09-30
A01721,Scott Kline,Other,25,Wheelerberg,Missouri,Arts,Submitted,2024-10-12
A01722,Jared Powell,Female,33,Chandlerbury,New Hampshire,Law,Accepted,2024-06-19
A01723,Mario Wolfe,Male,30,South Trevorburgh,New York,Computer Science,Interview Scheduled,2023-12-19
A01724,David Pacheco,Male,33,Charlesbury,Vermont,Computer Science,Interview Scheduled,2024-08-12
A01725,Joshua Lopez,Female,28,South Christinehaven,Virginia,Business,Submitted,2024-12-01
A01726,Luke Donovan,Female,32,Brownton,Utah,Law,Rejected,2024-01-09
A01727,Martin Ferguson,Other,23,Holmesborough,Nebraska,Engineering,Interview Scheduled,2024-08-02
A01728,Brittany Mullen,Other,25,Matthewborough,Alaska,Law,Submitted,2024-12-02
A01729,Michael Lewis,Female,22,Sheashire,Wisconsin,Engineering,Interview Scheduled,2024-10-04
A01730,William Mckee,Male,34,North Mariahside,South Carolina,Computer Science,Submitted,2024-11-16
A01731,Natalie Robinson,Female,22,Michaelland,Minnesota,Arts,Rejected,2024-08-21
A01732,Lindsey Lopez,Other,34,East Travis,Washington,Engineering,Submitted,2023-12-28
A01733,Kathy Sanders,Male,33,Kingbury,Montana,Engineering,Submitted,2024-10-07
A01734,Jo Neal,Other,33,New Dennistown,Kentucky,Business,Rejected,2024-08-15
A01735,Kelly Johnson,Other,29,Williambury,North Carolina,Law,Submitted,2024-08-25
A01736,Troy Johnson,Other,21,Jasonshire,Connecticut,Business,Rejected,2024-01-30
A01737,Joel Evans,Other,29,Michelletown,North Carolina,Arts,Accepted,2024-03-02
