ApplicationID,InterviewerName,InterviewDate,Score,Feedback
A01881,Benjamin Jones,2024-08-29,66,Good technical skills
A01882,Amanda Dickerson,2024-04-21,74,Needs improvement
A01883,Joyce Warren,2024-09-17,57,Excellent communication
A01884,Jenny Mcmillan,2024-05-31,76,Needs improvement
A01885,Isabella Norris,2024-05-12,52,Needs improvement
A01886,Michael Stanley,2024-09-17,70,Needs improvement
A01887,Kimberly Henderson,2024-03-10,86,Average performance
A01888,Gary Kelly,2024-01-28,79,Good technical skills
A01889,Samantha Romero,2024-07-31,92,Good technical skills
A01890,Emily Jones,2024-09-04,97,Excellent communication
A01891,Kenneth Wallace,2024-06-01,76,Needs improvement
A01892,Andrea Morgan,2024-06-17,81,Excellent communication
A01893,Loretta Harris,2024-01-02,50,Average performance
A01894,Miss Jennifer Campos,2024-07-27,85,Average performance
A01895,Ashley Huerta,2023-12-10,81,Excellent communication
A01896,Robert Lewis,2024-02-01,75,Good technical skills
A01897,Michael Cook,2024-07-26,86,Good technical skills
A01898,Ryan Morales,2024-08-17,89,Average performance
A01899,Gerald Cameron,2024-08-12,89,Needs improvement
A01900,David Hanna,2024-09-21,60,Good technical skills
A01901,Ashley Vaughn,2024-06-23,82,Average performance
A01902,Jeremy Hill,2024-05-09,79,Average performance
A01903,Jennifer White,2024-08-31,96,Excellent communication
A01904,Keith Harrison,2024-11-08,78,Needs improvement
A01905,Aaron Baker,2024-08-22,99,Needs improvement
A01906,Christina Porter,2023-12-15,99,Excellent communication
A01907,Maria Kelly,2024-01-13,84,Excellent communication
A01908,Shelly Lynch,2024-10-13,84,Needs improvement
A01909,Tamara Mcneil,2024-09-19,73,Average performance
A01910,Amanda Davis,2024-02-29,72,Good technical skills
A01911,Leslie Thomas,2024-06-16,86,Excellent communication
A01912,Ronald Jones,2024-05-07,59,Average performance
A01913,Cynthia Finley,2023-12-25,71,Good technical skills
A01914,Nicole Floyd,2024-08-16,81,Good technical skills
A01915,Patrick Gardner,2024-04-24,52,Needs improvement
A01916,Rebecca Hopkins,2024-07-11,83,Excellent communication
A01917,Emily Morris,2024-11-05,89,Needs improvement
A01918,Jeremy Butler,2024-05-12,64,Average performance
A01919,David Garcia,2024-07-15,88,Good technical skills
A01920,Allison Short,2024-10-07,66,Average performance
A01921,Leah Collins,2024-02-27,63,Excellent communication
A01922,Roger Warren,2024-09-10,68,Good technical skills
A01923,Robin Moore,2024-03-11,92,Needs improvement
A01924,Phillip Miller,2024-07-18,50,Excellent communication
A01925,Michael Parker,2024-03-24,80,Average performance
A01926,Zoe Martinez,2024-10-25,90,Needs improvement
A01927,Cindy Evans,2024-08-25,89,Good technical skills
A01928,Tiffany Brooks,2024-11-26,89,Average performance
A01929,Catherine Stephenson,2024-03-29,57,Excellent communication
A01930,Jennifer Thompson,2024-11-24,82,Good technical skills
A01931,Karen Davis,2024-05-12,75,Good technical skills
A01932,Hannah Daugherty,2024-01-28,97,Excellent communication
A01933,Desiree Martin,2024-08-01,57,Excellent communication
A01934,Philip Wagner,2024-01-15,53,Good technical skills
A01935,Teresa French,2024-01-13,93,Good technical skills
A01936,Clinton Odom,2024-10-04,65,Good technical skills
A01937,Jennifer Cruz,2024-05-10,84,Needs improvement
A01938,Amanda Cantrell,2024-04-04,89,Needs improvement
A01939,Robin Jennings,2024-03-13,93,Excellent communication
A01940,Danielle Ross,2024-06-27,87,Good technical skills
A01941,Laura Harrison,2024-10-08,94,Average performance
A01942,Kelly Stevens,2024-07-25,88,Needs improvement
A01943,Bridget Forbes,2024-01-29,88,Needs improvement
A01944,Douglas Barrett,2024-08-02,64,Average performance
A01945,Lori Salas,2024-04-30,76,Excellent communication
A01946,Michael Adams,2024-02-26,71,Average performance
A01947,Angela Smith PhD,2024-02-17,100,Needs improvement
A01948,Lauren Rogers,2024-11-28,50,Average performance
A01949,Francisco Fisher,2024-04-24,71,Needs improvement
A01950,Brandon Warren,2024-12-02,88,Good technical skills
A01951,Mr. Benjamin Watson,2023-12-10,55,Needs improvement
A01952,Brandon Thompson,2024-01-09,90,Good technical skills
A01953,Benjamin Cox,2024-06-29,59,Good technical skills
A01954,Danielle Brown,2024-04-22,97,Good technical skills
A01955,Amanda Castillo,2024-11-09,80,Needs improvement
A01956,Ryan Burnett,2024-04-21,62,Average performance
A01957,Barbara Little,2024-03-15,67,Needs improvement
A01958,Sierra Anderson,2024-08-01,75,Average performance
A01959,Teresa Anthony,2024-01-03,65,Good technical skills
A01960,Gary Thompson,2024-03-06,85,Needs improvement
A01961,Lauren Barrett,2024-08-14,61,Good technical skills
A01962,Sharon Dixon MD,2024-08-24,82,Good technical skills
A01963,Jessica Ward,2024-08-03,73,Needs improvement
A01964,Thomas Shannon,2024-07-30,87,Needs improvement
A01965,Aaron Reyes,2024-02-08,82,Needs improvement
A01966,Jennifer Espinoza,2024-11-01,68,Needs improvement
A01967,Maria Knapp,2024-09-15,52,Excellent communication
A01968,Robert Matthews,2024-04-22,70,Average performance
A01969,Shawna York,2024-08-08,97,Average performance
A01970,Patrick Powell,2024-10-10,70,Needs improvement
A01971,Sarah Pennington,2024-05-16,59,Average performance
A01972,William Christian,2024-06-07,63,Good technical skills
A01973,Gerald Harris,2024-09-23,55,Good technical skills
A01974,Amber Stevenson,2024-07-10,98,Average performance
A01975,Robert Fernandez MD,2024-08-25,65,Needs improvement
A01976,Tyler Gonzales,2024-09-30,94,Needs improvement
A01977,Dr. Michelle Wilson,2024-05-27,57,Needs improvement
A01978,Warren Dixon,2024-07-12,98,Excellent communication
A01979,Steven Anderson,2024-07-15,64,Excellent communication
A01980,Kelsey Fisher,2024-09-29,58,Needs improvement
A01981,Jessica Morales,2024-09-26,95,Good technical skills
A01982,Miranda Ferguson,2024-10-05,74,Needs improvement
A01983,Amanda Thomas,2024-11-07,86,Needs improvement
A01984,Jennifer Bell,2024-09-21,66,Good technical skills
A01985,Shawn Madden,2024-08-03,92,Excellent communication
A01986,Ryan Smith,2024-05-07,97,Excellent communication
A01987,Patricia Flores,2024-09-30,94,Excellent communication
A01988,Tracy Rasmussen,2024-02-03,60,Excellent communication
A01989,John Cruz,2024-03-19,74,Average performance
A01990,Michele Rodriguez,2024-05-23,61,Needs improvement
A01991,Chad Sanders,2024-06-17,65,Good technical skills
A01992,Darlene Foster DVM,2024-08-27,97,Good technical skills
A01993,Alexis Guerrero,2024-10-13,53,Good technical skills
A01994,Lisa Sherman,2024-09-17,76,Excellent communication
A01995,Janet Griffin,2024-06-18,81,Good technical skills
A01996,Anna Rogers,2024-09-03,66,Excellent communication
A01997,James Lamb,2024-06-27,79,Good technical skills
A01998,Connie Flores,2024-04-04,80,Average performance
A01999,Sarah Wells,2024-09-09,74,Needs improvement
A02000,Jennifer Smith,2024-09-22,84,Average performance
A02001,Christopher Young,2024-06-05,84,Excellent communication
A02002,Kimberly Clark,2024-02-13,72,Needs improvement
A02003,Matthew Griffith,2024-10-27,78,Average performance
A02004,Brian Johnson,2023-12-14,63,Excellent communication
A02005,Lindsey Hobbs,2024-05-10,65,Average performance
A02006,William Duran,2024-03-06,74,Good technical skills
A02007,Maria Schwartz,2024-04-09,68,Excellent communication
A02008,Linda Vargas,2023-12-11,57,Good technical skills
A02009,Jordan Hanson,2024-03-09,78,Average performance
A02010,David Duncan,2024-04-02,77,Average performance
A02011,Jared Green,2024-10-17,60,Excellent communication
A02012,Jason Koch,2024-10-24,55,Needs improvement
A02013,Douglas Jackson,2024-05-13,100,Good technical skills
A02014,Derrick Moore,2023-12-31,81,Average performance
A02015,Jamie Barker,2024-08-28,66,Average performance
A02016,William Olson,2024-07-17,84,Needs improvement
A02017,Julia Christensen,2024-03-10,72,Good technical skills
A02018,Anthony Wise,2024-04-19,66,Needs improvement
A02019,Angelica Hayes,2024-05-12,95,Needs improvement
A02020,Nichole Moody,2024-01-17,67,Excellent communication
A02021,Jordan Cline,2024-02-02,71,Needs improvement
A02022,Christina Griffin,2024-02-15,94,Needs improvement
A02023,Paul Price,2024-04-10,71,Good technical skills
A02024,Jessica Ortiz,2024-10-16,62,Good technical skills
A02025,Patrick Thomas,2024-11-25,51,Excellent communication
A02026,Brandon Cook,2024-07-07,88,Good technical skills
A02027,Stacey Anderson,2024-10-17,74,Excellent communication
A02028,Julia Price,2024-04-25,68,Good technical skills
A02029,Jasmine Jackson,2024-01-30,69,Needs improvement
A02030,Christopher Bailey,2024-10-31,65,Needs improvement
A02031,Lisa Reyes,2024-08-07,54,Average performance
A02032,Tom Maxwell,2024-03-09,80,Average performance
A02033,Bruce Campbell,2024-04-09,73,Good technical skills
A02034,James Banks,2024-10-07,95,Good technical skills
A02035,Carrie Page,2023-12-18,88,Average performance
A02036,Eric Wright,2024-09-09,60,Needs improvement
A02037,Tim Bullock,2024-07-18,82,Average performance
A02038,Megan Grimes,2024-07-25,61,Good technical skills
A02039,Jesse Clark,2024-05-31,69,Average performance
A02040,William Mitchell,2024-07-21,89,Needs improvement
A02041,Samuel Walker Jr.,2024-11-20,77,Excellent communication
A02042,Brian Rosales,2024-02-29,56,Needs improvement
A02043,Dr. Robert Kim,2024-08-27,82,Average performance
A02044,Oscar Jenkins,2023-12-14,84,Needs improvement
A02045,Roberto Roy,2024-09-11,87,Needs improvement
A02046,Rebecca Lee,2024-05-06,79,Excellent communication
A02047,Adam Hanson,2024-06-26,79,Good technical skills
A02048,Richard Peterson,2024-08-02,59,Average performance
A02049,Richard Holmes,2024-01-02,79,Needs improvement
A02050,Sherry Bryant,2024-06-19,68,Excellent communication
A02051,Brian Mueller DVM,2023-12-18,79,Average performance
A02052,Tammy Mccoy,2024-06-03,58,Needs improvement
A02053,Lauren Trevino,2024-04-03,88,Excellent communication
A02054,Crystal Leblanc,2024-03-20,88,Good technical skills
A02055,Benjamin Bishop,2023-12-15,92,Needs improvement
A02056,Ricardo Rodriguez,2024-01-04,67,Average performance
A02057,Sarah Nelson,2024-02-09,51,Excellent communication
A02058,Traci Thompson,2024-11-25,53,Excellent communication
A02059,Thomas Ross,2024-11-08,64,Excellent communication
A02060,Christopher Friedman,2024-10-22,66,Good technical skills
A02061,Lynn Wilson,2024-05-10,99,Average performance
A02062,Dr. Robert Zuniga,2024-04-15,78,Average performance
A02063,Claudia Acosta,2024-06-19,72,Average performance
A02064,Jeremy Bowman,2024-05-24,57,Good technical skills
A02065,Jeffrey Sexton,2024-11-27,67,Good technical skills
A02066,Hannah Patel,2024-07-09,81,Average performance
A02067,Shannon Simmons,2024-11-22,77,Average performance
A02068,Vanessa Richardson,2024-07-27,83,Excellent communication
A02069,Julie Williams,2024-09-29,83,Average performance
A02070,Christopher Ruiz,2024-01-12,54,Average performance
A02071,Christopher Orozco,2024-06-29,84,Average performance
A02072,Sarah White,2024-05-07,86,Excellent communication
A02073,Patrick Harris,2024-02-07,50,Needs improvement
A02074,John Hicks,2024-08-17,50,Needs improvement
A02075,Cynthia Wallace,2024-03-05,68,Average performance
A02076,Melinda Pena,2024-02-06,78,Average performance
A02077,John Fisher,2023-12-18,54,Needs improvement
A02078,Carolyn Lee,2024-06-25,55,Excellent communication
A02079,Seth Dean,2024-07-15,89,Needs improvement
A02080,Wendy Collins,2024-10-29,55,Excellent communication
A02081,Mr. Darren Thomas MD,2024-07-10,52,Average performance
A02082,Tyler Reynolds,2024-02-11,85,Needs improvement
A02083,Christopher Young MD,2024-11-27,69,Good technical skills
A02084,Betty Hurley,2024-11-02,64,Average performance
A02085,Katherine Greene,2024-09-13,74,Good technical skills
A02086,Yvonne Ellis,2024-09-05,81,Average performance
A02087,Christopher Melton,2024-05-24,95,Average performance
A02088,Sabrina Walters,2024-09-29,99,Average performance
A02089,Sheila Smith,2024-09-12,50,Good technical skills
A02090,Gloria Buchanan,2024-08-15,74,Average performance
A02091,Joshua Smith,2023-12-31,72,Excellent communication
A02092,Tracy Rose,2024-01-19,56,Excellent communication
A02093,David Hayes,2024-06-07,68,Needs improvement
A02094,Edwin Rivera,2024-06-03,52,Good technical skills
A02095,Paul Sherman,2024-07-30,96,Average performance
A02096,Rebecca Alvarado MD,2024-05-28,58,Average performance
A02097,Patrick Freeman,2024-05-26,55,Needs improvement
A02098,Steven Woodard,2024-10-06,68,Average performance
A02099,Teresa Hall,2024-11-25,97,Average performance
A02100,Matthew Collins,2024-10-17,80,Excellent communication
A02101,Andrew Henderson,2024-09-12,84,Good technical skills
A02102,James Jordan,2024-05-12,69,Needs improvement
A02103,Kathryn Stone,2024-07-11,87,Needs improvement
A02104,Scott Roberts,2023-12-17,90,Average performance
A02105,Ann Ramirez,2024-02-18,97,Needs improvement
A02106,Brian Brown,2024-08-19,58,Excellent communication
A02107,John Crosby,2024-06-14,100,Excellent communication
A02108,Michael Ramirez,2024-12-04,59,Good technical skills
A02109,Danielle Allen,2024-09-13,98,Excellent communication
A02110,Wendy Holmes,2023-12-11,77,Good technical skills
A02111,Daniel Taylor,2024-01-18,80,Average performance
A02112,Renee White,2024-03-08,65,Good technical skills
A02113,John Krueger,2024-08-27,87,Average performance
A02114,Kristen Mcintosh,2024-01-04,63,Excellent communication
A02115,Paul Watkins,2024-04-28,76,Average performance
A02116,Cindy Thomas,2023-12-24,92,Good technical skills
A02117,Shannon Gonzalez,2024-03-09,70,Needs improvement
A02118,John Ford,2024-03-04,60,Excellent communication
A02119,Emily Martin,2024-11-03,77,Needs improvement
A02120,Heidi Ward,2024-10-14,58,Excellent communication
A02121,John Mcbride,2024-01-02,84,Average performance
A02122,Valerie Campbell,2024-02-14,50,Excellent communication
A02123,Kayla Wallace,2024-10-07,73,Needs improvement
A02124,Priscilla Anderson,2024-03-19,70,Average performance
A02125,Karen Lamb,2024-01-13,96,Needs improvement
A02126,Caleb Meyers,2024-05-15,77,Needs improvement
A02127,Robert Camacho,2024-09-12,88,Good technical skills
A02128,Brandon Allen,2024-04-25,56,Excellent communication
A02129,John Anderson,2024-07-09,53,Needs improvement
A02130,Kathryn Robinson,2024-04-16,67,Good technical skills
A02131,Tamara Small,2024-10-31,88,Good technical skills
A02132,Rebecca Thomas,2024-06-10,55,Average performance
A02133,Brian Morales,2024-05-05,53,Average performance
A02134,Mary Hoover,2024-08-27,77,Needs improvement
A02135,Rhonda Davis,2024-07-14,59,Excellent communication
A02136,Chad Jordan,2024-01-05,68,Excellent communication
A02137,Lauren Cole,2024-09-30,56,Average performance
A02138,Mr. Jonathan Andrews,2023-12-19,95,Excellent communication
A02139,Angela Jefferson,2024-06-10,67,Average performance
A02140,Sylvia Hinton,2024-10-18,83,Good technical skills
A02141,Kevin Waters,2024-03-11,93,Average performance
A02142,Sarah Zhang,2024-03-10,97,Average performance
A02143,Adam Bridges,2024-11-03,86,Needs improvement
A02144,Sharon James,2024-01-25,55,Good technical skills
A02145,Matthew Simmons,2024-03-19,81,Average performance
A02146,Andrew Cameron MD,2024-11-23,94,Excellent communication
A02147,James Nelson,2024-02-07,97,Average performance
A02148,Jose Tapia,2024-12-07,51,Good technical skills
A02149,Jennifer Harrison,2024-01-29,68,Needs improvement
A02150,Gregory Vazquez,2024-10-04,99,Average performance
A02151,Stacey Fields,2024-04-05,91,Excellent communication
A02152,Alan Mccarthy,2024-02-25,97,Average performance
A02153,Anna Rios,2024-04-27,83,Excellent communication
A02154,Timothy Garcia,2023-12-22,73,Needs improvement
A02155,Brian Daniels,2024-04-27,99,Excellent communication
A02156,Janice Harris,2024-08-27,68,Excellent communication
A02157,Justin Hall,2024-04-13,87,Needs improvement
A02158,Sara Martin,2024-05-15,72,Good technical skills
A02159,Anthony Clayton,2024-04-20,96,Average performance
A02160,Laura Boyd,2024-03-29,60,Excellent communication
A02161,Kathleen Lewis,2024-10-15,53,Good technical skills
A02162,Alicia Dixon,2024-01-08,92,Excellent communication
A02163,Lisa Hawkins,2024-04-10,96,Needs improvement
A02164,Brian Gibson,2024-09-22,92,Good technical skills
A02165,Sheryl Porter,2024-10-11,71,Needs improvement
